,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
400,Norte,PA,,15,,,,2023-01-16,3,8602865.0,863202,32,18989,0,,,
401,Norte,PA,,15,,,,2023-01-17,3,8602865.0,863478,276,18990,1,,,
402,Norte,PA,,15,,,,2023-01-18,3,8602865.0,863784,306,18995,5,,,
403,Norte,PA,,15,,,,2023-01-19,3,8602865.0,864149,365,18995,0,,,
404,Norte,PA,,15,,,,2023-01-20,3,8602865.0,864379,230,18996,1,,,
405,Norte,PA,,15,,,,2023-01-21,3,8602865.0,864552,173,18999,3,,,
406,Norte,PA,,15,,,,2023-01-22,4,8602865.0,864573,21,18999,0,,,
407,Norte,PA,,15,,,,2023-01-23,4,8602865.0,864605,32,19000,1,,,
408,Norte,PA,,15,,,,2023-01-24,4,8602865.0,864849,244,19000,0,,,
409,Norte,PA,,15,,,,2023-01-25,4,8602865.0,865120,271,19000,0,,,
410,Norte,PA,,15,,,,2023-01-26,4,8602865.0,865295,175,19001,1,,,
411,Norte,PA,,15,,,,2023-01-27,4,8602865.0,865498,203,19002,1,,,
412,Norte,PA,,15,,,,2023-01-28,4,8602865.0,865661,163,19002,0,,,
413,Norte,PA,,15,,,,2023-01-29,5,8602865.0,865702,41,19002,0,,,
414,Norte,PA,,15,,,,2023-01-30,5,8602865.0,865759,57,19002,0,,,
415,Norte,PA,,15,,,,2023-01-31,5,8602865.0,866027,268,19003,1,,,
416,Norte,PA,,15,,,,2023-02-01,5,8602865.0,866281,254,19004,1,,,
417,Norte,PA,,15,,,,2023-02-02,5,8602865.0,866600,319,19004,0,,,
418,Norte,PA,,15,,,,2023-02-03,5,8602865.0,866849,249,19004,0,,,
419,Norte,PA,,15,,,,2023-02-04,5,8602865.0,866994,145,19004,0,,,
420,Norte,PA,,15,,,,2023-02-05,6,8602865.0,867042,48,19004,0,,,
421,Norte,PA,,15,,,,2023-02-06,6,8602865.0,867065,23,19004,0,,,
422,Norte,PA,,15,,,,2023-02-07,6,8602865.0,867337,272,19005,1,,,
423,Norte,PA,,15,,,,2023-02-08,6,8602865.0,867631,294,19006,1,,,
424,Norte,PA,,15,,,,2023-02-09,6,8602865.0,867836,205,19006,0,,,
425,Norte,PA,,15,,,,2023-02-10,6,8602865.0,868012,176,19007,1,,,
426,Norte,PA,,15,,,,2023-02-11,6,8602865.0,868120,108,19007,0,,,
427,Norte,PA,,15,,,,2023-02-12,7,8602865.0,868130,10,19007,0,,,
428,Norte,PA,,15,,,,2023-02-13,7,8602865.0,868162,32,19007,0,,,
429,Norte,PA,,15,,,,2023-02-14,7,8602865.0,868402,240,19007,0,,,
430,Norte,PA,,15,,,,2023-02-15,7,8602865.0,868685,283,19007,0,,,
431,Norte,PA,,15,,,,2023-02-16,7,8602865.0,868917,232,19007,0,,,
432,Norte,PA,,15,,,,2023-02-17,7,8602865.0,869195,278,19009,2,,,
433,Norte,PA,,15,,,,2023-02-18,7,8602865.0,869312,117,19009,0,,,
434,Norte,PA,,15,,,,2023-02-19,8,8602865.0,869319,7,19009,0,,,
435,Norte,PA,,15,,,,2023-02-20,8,8602865.0,869371,52,19010,1,,,
436,Norte,PA,,15,,,,2023-02-21,8,8602865.0,869380,9,19010,0,,,
437,Norte,PA,,15,,,,2023-02-22,8,8602865.0,869385,5,19010,0,,,
438,Norte,PA,,15,,,,2023-02-23,8,8602865.0,869551,166,19011,1,,,
439,Norte,PA,,15,,,,2023-02-24,8,8602865.0,869805,254,19013,2,,,
440,Norte,PA,,15,,,,2023-02-25,8,8602865.0,870083,278,19013,0,,,
441,Norte,PA,,15,,,,2023-02-26,9,8602865.0,870122,39,19014,1,,,
442,Norte,PA,,15,,,,2023-02-27,9,8602865.0,870136,14,19014,0,,,
443,Norte,PA,,15,,,,2023-02-28,9,8602865.0,870549,413,19015,1,,,
444,Norte,PA,,15,,,,2023-03-01,9,8602865.0,870927,378,19017,2,,,
445,Norte,PA,,15,,,,2023-03-02,9,8602865.0,871249,322,19019,2,,,
446,Norte,PA,,15,,,,2023-03-03,9,8602865.0,871612,363,19021,2,,,
447,Norte,PA,,15,,,,2023-03-04,9,8602865.0,872068,456,19025,4,,,
448,Norte,PA,,15,,,,2023-03-05,10,8602865.0,872068,0,19025,0,,,
449,Norte,PA,,15,,,,2023-03-06,10,8602865.0,872068,0,19025,0,,,
450,Norte,PA,,15,,,,2023-03-07,10,8602865.0,872068,0,19025,0,,,
451,Norte,PA,,15,,,,2023-03-08,10,8602865.0,872068,0,19025,0,,,
452,Norte,PA,,15,,,,2023-03-09,10,8602865.0,872068,0,19025,0,,,
453,Norte,PA,,15,,,,2023-03-10,10,8602865.0,872068,0,19025,0,,,
454,Norte,PA,,15,,,,2023-03-11,10,8602865.0,873474,1406,19031,6,,,
455,Norte,PA,,15,,,,2023-03-12,11,8602865.0,873474,0,19031,0,,,
456,Norte,PA,,15,,,,2023-03-13,11,8602865.0,873474,0,19031,0,,,
457,Norte,PA,,15,,,,2023-03-14,11,8602865.0,873474,0,19031,0,,,
458,Norte,PA,,15,,,,2023-03-15,11,8602865.0,873474,0,19031,0,,,
459,Norte,PA,,15,,,,2023-03-16,11,8602865.0,873474,0,19031,0,,,
460,Norte,PA,,15,,,,2023-03-17,11,8602865.0,873474,0,19031,0,,,
461,Norte,PA,,15,,,,2023-03-18,11,8602865.0,874465,991,19043,12,,,
462,Norte,AP,,16,,,,2023-01-01,1,845731.0,182516,0,2165,0,,,
463,Norte,AP,,16,,,,2023-01-02,1,845731.0,182518,2,2166,1,,,
464,Norte,AP,,16,,,,2023-01-03,1,845731.0,182617,99,2166,0,,,
465,Norte,AP,,16,,,,2023-01-04,1,845731.0,182643,26,2166,0,,,
466,Norte,AP,,16,,,,2023-01-05,1,845731.0,182696,53,2166,0,,,
467,Norte,AP,,16,,,,2023-01-06,1,845731.0,182972,276,2166,0,,,
468,Norte,AP,,16,,,,2023-01-07,1,845731.0,182972,0,2166,0,,,
469,Norte,AP,,16,,,,2023-01-08,2,845731.0,182974,2,2166,0,,,
470,Norte,AP,,16,,,,2023-01-09,2,845731.0,183086,112,2166,0,,,
471,Norte,AP,,16,,,,2023-01-10,2,845731.0,183092,6,2166,0,,,
472,Norte,AP,,16,,,,2023-01-11,2,845731.0,183156,64,2166,0,,,
473,Norte,AP,,16,,,,2023-01-12,2,845731.0,183246,90,2166,0,,,
474,Norte,AP,,16,,,,2023-01-13,2,845731.0,183304,58,2166,0,,,
475,Norte,AP,,16,,,,2023-01-14,2,845731.0,183306,2,2166,0,,,
476,Norte,AP,,16,,,,2023-01-15,3,845731.0,183306,0,2166,0,,,
477,Norte,AP,,16,,,,2023-01-16,3,845731.0,183410,104,2166,0,,,
478,Norte,AP,,16,,,,2023-01-17,3,845731.0,183506,96,2166,0,,,
479,Norte,AP,,16,,,,2023-01-18,3,845731.0,183569,63,2166,0,,,
480,Norte,AP,,16,,,,2023-01-19,3,845731.0,183612,43,2167,1,,,
481,Norte,AP,,16,,,,2023-01-20,3,845731.0,183666,54,2167,0,,,
482,Norte,AP,,16,,,,2023-01-21,3,845731.0,183667,1,2167,0,,,
483,Norte,AP,,16,,,,2023-01-22,4,845731.0,183667,0,2167,0,,,
484,Norte,AP,,16,,,,2023-01-23,4,845731.0,183667,0,2167,0,,,
485,Norte,AP,,16,,,,2023-01-24,4,845731.0,183707,40,2167,0,,,
486,Norte,AP,,16,,,,2023-01-25,4,845731.0,183847,140,2167,0,,,
487,Norte,AP,,16,,,,2023-01-26,4,845731.0,183869,22,2167,0,,,
488,Norte,AP,,16,,,,2023-01-27,4,845731.0,183977,108,2167,0,,,
489,Norte,AP,,16,,,,2023-01-28,4,845731.0,183978,1,2167,0,,,
490,Norte,AP,,16,,,,2023-01-29,5,845731.0,183978,0,2167,0,,,
491,Norte,AP,,16,,,,2023-01-30,5,845731.0,184065,87,2167,0,,,
492,Norte,AP,,16,,,,2023-01-31,5,845731.0,184111,46,2167,0,,,
493,Norte,AP,,16,,,,2023-02-01,5,845731.0,184118,7,2167,0,,,
494,Norte,AP,,16,,,,2023-02-02,5,845731.0,184128,10,2167,0,,,
495,Norte,AP,,16,,,,2023-02-03,5,845731.0,184336,208,2167,0,,,
496,Norte,AP,,16,,,,2023-02-04,5,845731.0,184340,4,2167,0,,,
497,Norte,AP,,16,,,,2023-02-05,6,845731.0,184340,0,2167,0,,,
498,Norte,AP,,16,,,,2023-02-06,6,845731.0,184348,8,2167,0,,,
499,Norte,AP,,16,,,,2023-02-07,6,845731.0,184460,112,2167,0,,,
500,Norte,AP,,16,,,,2023-02-08,6,845731.0,184511,51,2167,0,,,
501,Norte,AP,,16,,,,2023-02-09,6,845731.0,184576,65,2167,0,,,
502,Norte,AP,,16,,,,2023-02-10,6,845731.0,184644,68,2167,0,,,
503,Norte,AP,,16,,,,2023-02-11,6,845731.0,184649,5,2167,0,,,
504,Norte,AP,,16,,,,2023-02-12,7,845731.0,184651,2,2167,0,,,
505,Norte,AP,,16,,,,2023-02-13,7,845731.0,184661,10,2167,0,,,
506,Norte,AP,,16,,,,2023-02-14,7,845731.0,184799,138,2167,0,,,
507,Norte,AP,,16,,,,2023-02-15,7,845731.0,184810,11,2167,0,,,
508,Norte,AP,,16,,,,2023-02-16,7,845731.0,184836,26,2167,0,,,
509,Norte,AP,,16,,,,2023-02-17,7,845731.0,185025,189,2167,0,,,
510,Norte,AP,,16,,,,2023-02-18,7,845731.0,185027,2,2167,0,,,
511,Norte,AP,,16,,,,2023-02-19,8,845731.0,185027,0,2167,0,,,
512,Norte,AP,,16,,,,2023-02-20,8,845731.0,185027,0,2167,0,,,
513,Norte,AP,,16,,,,2023-02-21,8,845731.0,185027,0,2167,0,,,
514,Norte,AP,,16,,,,2023-02-22,8,845731.0,185027,0,2167,0,,,
515,Norte,AP,,16,,,,2023-02-23,8,845731.0,185085,58,2167,0,,,
516,Norte,AP,,16,,,,2023-02-24,8,845731.0,185417,332,2167,0,,,
517,Norte,AP,,16,,,,2023-02-25,8,845731.0,185426,9,2167,0,,,
518,Norte,AP,,16,,,,2023-02-26,9,845731.0,185426,0,2167,0,,,
519,Norte,AP,,16,,,,2023-02-27,9,845731.0,185457,31,2167,0,,,
520,Norte,AP,,16,,,,2023-02-28,9,845731.0,185588,131,2167,0,,,
521,Norte,AP,,16,,,,2023-03-01,9,845731.0,185589,1,2167,0,,,
522,Norte,AP,,16,,,,2023-03-02,9,845731.0,185595,6,2167,0,,,
523,Norte,AP,,16,,,,2023-03-03,9,845731.0,185668,73,2167,0,,,
524,Norte,AP,,16,,,,2023-03-04,9,845731.0,185673,5,2167,0,,,
525,Norte,AP,,16,,,,2023-03-05,10,845731.0,185673,0,2167,0,,,
526,Norte,AP,,16,,,,2023-03-06,10,845731.0,185673,0,2167,0,,,
527,Norte,AP,,16,,,,2023-03-07,10,845731.0,185673,0,2167,0,,,
528,Norte,AP,,16,,,,2023-03-08,10,845731.0,185673,0,2167,0,,,
529,Norte,AP,,16,,,,2023-03-09,10,845731.0,185673,0,2167,0,,,
530,Norte,AP,,16,,,,2023-03-10,10,845731.0,185673,0,2167,0,,,
531,Norte,AP,,16,,,,2023-03-11,10,845731.0,185753,80,2169,2,,,
532,Norte,AP,,16,,,,2023-03-12,11,845731.0,185753,0,2169,0,,,
533,Norte,AP,,16,,,,2023-03-13,11,845731.0,185753,0,2169,0,,,
534,Norte,AP,,16,,,,2023-03-14,11,845731.0,185753,0,2169,0,,,
535,Norte,AP,,16,,,,2023-03-15,11,845731.0,185753,0,2169,0,,,
536,Norte,AP,,16,,,,2023-03-16,11,845731.0,185753,0,2169,0,,,
537,Norte,AP,,16,,,,2023-03-17,11,845731.0,185753,0,2169,0,,,
538,Norte,AP,,16,,,,2023-03-18,11,845731.0,185825,72,2145,-24,,,
539,Norte,TO,,17,,,,2023-01-01,1,1572866.0,359567,0,4208,0,,,
540,Norte,TO,,17,,,,2023-01-02,1,1572866.0,361001,1434,4212,4,,,
541,Norte,TO,,17,,,,2023-01-03,1,1572866.0,361001,0,4212,0,,,
542,Norte,TO,,17,,,,2023-01-04,1,1572866.0,361001,0,4212,0,,,
543,Norte,TO,,17,,,,2023-01-05,1,1572866.0,361001,0,4212,0,,,
544,Norte,TO,,17,,,,2023-01-06,1,1572866.0,361001,0,4212,0,,,
545,Norte,TO,,17,,,,2023-01-07,1,1572866.0,361001,0,4212,0,,,
546,Norte,TO,,17,,,,2023-01-08,2,1572866.0,361001,0,4212,0,,,
547,Norte,TO,,17,,,,2023-01-09,2,1572866.0,362364,1363,4216,4,,,
548,Norte,TO,,17,,,,2023-01-10,2,1572866.0,362364,0,4216,0,,,
549,Norte,TO,,17,,,,2023-01-11,2,1572866.0,362364,0,4216,0,,,
550,Norte,TO,,17,,,,2023-01-12,2,1572866.0,362364,0,4216,0,,,
551,Norte,TO,,17,,,,2023-01-13,2,1572866.0,362364,0,4216,0,,,
552,Norte,TO,,17,,,,2023-01-14,2,1572866.0,362364,0,4216,0,,,
553,Norte,TO,,17,,,,2023-01-15,3,1572866.0,362364,0,4216,0,,,
554,Norte,TO,,17,,,,2023-01-16,3,1572866.0,363257,893,4220,4,,,
555,Norte,TO,,17,,,,2023-01-17,3,1572866.0,363257,0,4220,0,,,
556,Norte,TO,,17,,,,2023-01-18,3,1572866.0,363257,0,4220,0,,,
557,Norte,TO,,17,,,,2023-01-19,3,1572866.0,363257,0,4220,0,,,
558,Norte,TO,,17,,,,2023-01-20,3,1572866.0,363257,0,4220,0,,,
559,Norte,TO,,17,,,,2023-01-21,3,1572866.0,363257,0,4220,0,,,
560,Norte,TO,,17,,,,2023-01-22,4,1572866.0,363257,0,4220,0,,,
561,Norte,TO,,17,,,,2023-01-23,4,1572866.0,364002,745,4225,5,,,
562,Norte,TO,,17,,,,2023-01-24,4,1572866.0,364002,0,4225,0,,,
563,Norte,TO,,17,,,,2023-01-25,4,1572866.0,364002,0,4225,0,,,
564,Norte,TO,,17,,,,2023-01-26,4,1572866.0,364002,0,4225,0,,,
565,Norte,TO,,17,,,,2023-01-27,4,1572866.0,364002,0,4225,0,,,
566,Norte,TO,,17,,,,2023-01-28,4,1572866.0,364002,0,4225,0,,,
567,Norte,TO,,17,,,,2023-01-29,5,1572866.0,364002,0,4225,0,,,
568,Norte,TO,,17,,,,2023-01-30,5,1572866.0,364313,311,4228,3,,,
569,Norte,TO,,17,,,,2023-01-31,5,1572866.0,364313,0,4228,0,,,
570,Norte,TO,,17,,,,2023-02-01,5,1572866.0,364313,0,4228,0,,,
571,Norte,TO,,17,,,,2023-02-02,5,1572866.0,364313,0,4228,0,,,
572,Norte,TO,,17,,,,2023-02-03,5,1572866.0,364313,0,4228,0,,,
573,Norte,TO,,17,,,,2023-02-04,5,1572866.0,364313,0,4228,0,,,
574,Norte,TO,,17,,,,2023-02-05,6,1572866.0,364313,0,4228,0,,,
575,Norte,TO,,17,,,,2023-02-06,6,1572866.0,364607,294,4231,3,,,
576,Norte,TO,,17,,,,2023-02-07,6,1572866.0,364607,0,4231,0,,,
577,Norte,TO,,17,,,,2023-02-08,6,1572866.0,364607,0,4231,0,,,
578,Norte,TO,,17,,,,2023-02-09,6,1572866.0,364607,0,4231,0,,,
579,Norte,TO,,17,,,,2023-02-10,6,1572866.0,364607,0,4231,0,,,
580,Norte,TO,,17,,,,2023-02-11,6,1572866.0,364607,0,4231,0,,,
581,Norte,TO,,17,,,,2023-02-12,7,1572866.0,364607,0,4231,0,,,
582,Norte,TO,,17,,,,2023-02-13,7,1572866.0,364957,350,4232,1,,,
583,Norte,TO,,17,,,,2023-02-14,7,1572866.0,364957,0,4232,0,,,
584,Norte,TO,,17,,,,2023-02-15,7,1572866.0,364957,0,4232,0,,,
585,Norte,TO,,17,,,,2023-02-16,7,1572866.0,364957,0,4232,0,,,
586,Norte,TO,,17,,,,2023-02-17,7,1572866.0,364957,0,4232,0,,,
587,Norte,TO,,17,,,,2023-02-18,7,1572866.0,364957,0,4232,0,,,
588,Norte,TO,,17,,,,2023-02-19,8,1572866.0,364957,0,4232,0,,,
589,Norte,TO,,17,,,,2023-02-20,8,1572866.0,364957,0,4232,0,,,
590,Norte,TO,,17,,,,2023-02-21,8,1572866.0,364957,0,4232,0,,,
591,Norte,TO,,17,,,,2023-02-22,8,1572866.0,364957,0,4232,0,,,
592,Norte,TO,,17,,,,2023-02-23,8,1572866.0,365330,373,4232,0,,,
593,Norte,TO,,17,,,,2023-02-24,8,1572866.0,365330,0,4232,0,,,
594,Norte,TO,,17,,,,2023-02-25,8,1572866.0,365330,0,4232,0,,,
595,Norte,TO,,17,,,,2023-02-26,9,1572866.0,365330,0,4232,0,,,
596,Norte,TO,,17,,,,2023-02-27,9,1572866.0,365538,208,4232,0,,,
597,Norte,TO,,17,,,,2023-02-28,9,1572866.0,365538,0,4232,0,,,
598,Norte,TO,,17,,,,2023-03-01,9,1572866.0,365538,0,4232,0,,,
599,Norte,TO,,17,,,,2023-03-02,9,1572866.0,365538,0,4232,0,,,
600,Norte,TO,,17,,,,2023-03-03,9,1572866.0,365538,0,4232,0,,,
601,Norte,TO,,17,,,,2023-03-04,9,1572866.0,365538,0,4232,0,,,
602,Norte,TO,,17,,,,2023-03-05,10,1572866.0,365538,0,4232,0,,,
603,Norte,TO,,17,,,,2023-03-06,10,1572866.0,365538,0,4232,0,,,
604,Norte,TO,,17,,,,2023-03-07,10,1572866.0,365538,0,4232,0,,,
605,Norte,TO,,17,,,,2023-03-08,10,1572866.0,365538,0,4232,0,,,
606,Norte,TO,,17,,,,2023-03-09,10,1572866.0,365538,0,4232,0,,,
607,Norte,TO,,17,,,,2023-03-10,10,1572866.0,365538,0,4232,0,,,
608,Norte,TO,,17,,,,2023-03-11,10,1572866.0,366043,505,4235,3,,,
609,Norte,TO,,17,,,,2023-03-12,11,1572866.0,366043,0,4235,0,,,
610,Norte,TO,,17,,,,2023-03-13,11,1572866.0,366043,0,4235,0,,,
611,Norte,TO,,17,,,,2023-03-14,11,1572866.0,366043,0,4235,0,,,
612,Norte,TO,,17,,,,2023-03-15,11,1572866.0,366043,0,4235,0,,,
613,Norte,TO,,17,,,,2023-03-16,11,1572866.0,366043,0,4235,0,,,
614,Norte,TO,,17,,,,2023-03-17,11,1572866.0,366043,0,4235,0,,,
615,Norte,TO,,17,,,,2023-03-18,11,1572866.0,366213,170,4234,-1,,,
616,Nordeste,MA,,21,,,,2023-01-01,1,7075181.0,488093,0,11034,0,,,
617,Nordeste,MA,,21,,,,2023-01-02,1,7075181.0,488295,202,11035,1,,,
618,Nordeste,MA,,21,,,,2023-01-03,1,7075181.0,488584,289,11035,0,,,
619,Nordeste,MA,,21,,,,2023-01-04,1,7075181.0,488891,307,11035,0,,,
620,Nordeste,MA,,21,,,,2023-01-05,1,7075181.0,489237,346,11036,1,,,
621,Nordeste,MA,,21,,,,2023-01-06,1,7075181.0,489533,296,11036,0,,,
622,Nordeste,MA,,21,,,,2023-01-07,1,7075181.0,489533,0,11036,0,,,
623,Nordeste,MA,,21,,,,2023-01-08,2,7075181.0,489533,0,11036,0,,,
624,Nordeste,MA,,21,,,,2023-01-09,2,7075181.0,489859,326,11036,0,,,
625,Nordeste,MA,,21,,,,2023-01-10,2,7075181.0,490044,185,11038,2,,,
626,Nordeste,MA,,21,,,,2023-01-11,2,7075181.0,490104,60,11038,0,,,
627,Nordeste,MA,,21,,,,2023-01-12,2,7075181.0,490214,110,11039,1,,,
628,Nordeste,MA,,21,,,,2023-01-13,2,7075181.0,490349,135,11041,2,,,
629,Nordeste,MA,,21,,,,2023-01-14,2,7075181.0,490349,0,11041,0,,,
630,Nordeste,MA,,21,,,,2023-01-15,3,7075181.0,490349,0,11041,0,,,
631,Nordeste,MA,,21,,,,2023-01-16,3,7075181.0,490469,120,11042,1,,,
632,Nordeste,MA,,21,,,,2023-01-17,3,7075181.0,490657,188,11042,0,,,
633,Nordeste,MA,,21,,,,2023-01-18,3,7075181.0,490780,123,11043,1,,,
634,Nordeste,MA,,21,,,,2023-01-19,3,7075181.0,490930,150,11043,0,,,
635,Nordeste,MA,,21,,,,2023-01-20,3,7075181.0,491004,74,11043,0,,,
636,Nordeste,MA,,21,,,,2023-01-21,3,7075181.0,491004,0,11043,0,,,
637,Nordeste,MA,,21,,,,2023-01-22,4,7075181.0,491004,0,11043,0,,,
638,Nordeste,MA,,21,,,,2023-01-23,4,7075181.0,491127,123,11043,0,,,
639,Nordeste,MA,,21,,,,2023-01-24,4,7075181.0,491264,137,11043,0,,,
640,Nordeste,MA,,21,,,,2023-01-25,4,7075181.0,491324,60,11043,0,,,
641,Nordeste,MA,,21,,,,2023-01-26,4,7075181.0,491428,104,11043,0,,,
642,Nordeste,MA,,21,,,,2023-01-27,4,7075181.0,491521,93,11045,2,,,
643,Nordeste,MA,,21,,,,2023-01-28,4,7075181.0,491521,0,11045,0,,,
644,Nordeste,MA,,21,,,,2023-01-29,5,7075181.0,491521,0,11045,0,,,
645,Nordeste,MA,,21,,,,2023-01-30,5,7075181.0,491593,72,11046,1,,,
646,Nordeste,MA,,21,,,,2023-01-31,5,7075181.0,491694,101,11047,1,,,
647,Nordeste,MA,,21,,,,2023-02-01,5,7075181.0,491798,104,11047,0,,,
648,Nordeste,MA,,21,,,,2023-02-02,5,7075181.0,491914,116,11047,0,,,
649,Nordeste,MA,,21,,,,2023-02-03,5,7075181.0,492031,117,11047,0,,,
650,Nordeste,MA,,21,,,,2023-02-04,5,7075181.0,492031,0,11047,0,,,
651,Nordeste,MA,,21,,,,2023-02-05,6,7075181.0,492031,0,11047,0,,,
652,Nordeste,MA,,21,,,,2023-02-06,6,7075181.0,492131,100,11048,1,,,
653,Nordeste,MA,,21,,,,2023-02-07,6,7075181.0,492265,134,11048,0,,,
654,Nordeste,MA,,21,,,,2023-02-08,6,7075181.0,492352,87,11048,0,,,
655,Nordeste,MA,,21,,,,2023-02-09,6,7075181.0,492418,66,11048,0,,,
656,Nordeste,MA,,21,,,,2023-02-10,6,7075181.0,492496,78,11048,0,,,
657,Nordeste,MA,,21,,,,2023-02-11,6,7075181.0,492496,0,11048,0,,,
658,Nordeste,MA,,21,,,,2023-02-12,7,7075181.0,492496,0,11048,0,,,
659,Nordeste,MA,,21,,,,2023-02-13,7,7075181.0,492538,42,11048,0,,,
660,Nordeste,MA,,21,,,,2023-02-14,7,7075181.0,492577,39,11048,0,,,
661,Nordeste,MA,,21,,,,2023-02-15,7,7075181.0,492701,124,11048,0,,,
662,Nordeste,MA,,21,,,,2023-02-16,7,7075181.0,492769,68,11049,1,,,
663,Nordeste,MA,,21,,,,2023-02-17,7,7075181.0,492867,98,11050,1,,,
664,Nordeste,MA,,21,,,,2023-02-18,7,7075181.0,492867,0,11050,0,,,
665,Nordeste,MA,,21,,,,2023-02-19,8,7075181.0,492867,0,11050,0,,,
666,Nordeste,MA,,21,,,,2023-02-20,8,7075181.0,492908,41,11050,0,,,
667,Nordeste,MA,,21,,,,2023-02-21,8,7075181.0,492908,0,11050,0,,,
668,Nordeste,MA,,21,,,,2023-02-22,8,7075181.0,492911,3,11050,0,,,
669,Nordeste,MA,,21,,,,2023-02-23,8,7075181.0,492958,47,11050,0,,,
670,Nordeste,MA,,21,,,,2023-02-24,8,7075181.0,493058,100,11051,1,,,
671,Nordeste,MA,,21,,,,2023-02-25,8,7075181.0,493058,0,11051,0,,,
672,Nordeste,MA,,21,,,,2023-02-26,9,7075181.0,493058,0,11051,0,,,
673,Nordeste,MA,,21,,,,2023-02-27,9,7075181.0,493170,112,11051,0,,,
674,Nordeste,MA,,21,,,,2023-02-28,9,7075181.0,493242,72,11052,1,,,
675,Nordeste,MA,,21,,,,2023-03-01,9,7075181.0,493335,93,11052,0,,,
676,Nordeste,MA,,21,,,,2023-03-02,9,7075181.0,493386,51,11053,1,,,
677,Nordeste,MA,,21,,,,2023-03-03,9,7075181.0,493391,5,11053,0,,,
678,Nordeste,MA,,21,,,,2023-03-04,9,7075181.0,493418,27,11053,0,,,
679,Nordeste,MA,,21,,,,2023-03-05,10,7075181.0,493418,0,11053,0,,,
680,Nordeste,MA,,21,,,,2023-03-06,10,7075181.0,493418,0,11053,0,,,
681,Nordeste,MA,,21,,,,2023-03-07,10,7075181.0,493418,0,11053,0,,,
682,Nordeste,MA,,21,,,,2023-03-08,10,7075181.0,493418,0,11053,0,,,
683,Nordeste,MA,,21,,,,2023-03-09,10,7075181.0,493418,0,11053,0,,,
684,Nordeste,MA,,21,,,,2023-03-10,10,7075181.0,493418,0,11053,0,,,
685,Nordeste,MA,,21,,,,2023-03-11,10,7075181.0,493669,251,11055,2,,,
686,Nordeste,MA,,21,,,,2023-03-12,11,7075181.0,493669,0,11055,0,,,
687,Nordeste,MA,,21,,,,2023-03-13,11,7075181.0,493669,0,11055,0,,,
688,Nordeste,MA,,21,,,,2023-03-14,11,7075181.0,493669,0,11055,0,,,
689,Nordeste,MA,,21,,,,2023-03-15,11,7075181.0,493669,0,11055,0,,,
690,Nordeste,MA,,21,,,,2023-03-16,11,7075181.0,493669,0,11055,0,,,
691,Nordeste,MA,,21,,,,2023-03-17,11,7075181.0,493669,0,11055,0,,,
692,Nordeste,MA,,21,,,,2023-03-18,11,7075181.0,493809,140,11056,1,,,
693,Nordeste,PI,,22,,,,2023-01-01,1,3273227.0,413535,0,8027,0,,,
694,Nordeste,PI,,22,,,,2023-01-02,1,3273227.0,413535,0,8027,0,,,
695,Nordeste,PI,,22,,,,2023-01-03,1,3273227.0,415049,1514,8036,9,,,
696,Nordeste,PI,,22,,,,2023-01-04,1,3273227.0,415049,0,8036,0,,,
697,Nordeste,PI,,22,,,,2023-01-05,1,3273227.0,415049,0,8036,0,,,
698,Nordeste,PI,,22,,,,2023-01-06,1,3273227.0,415049,0,8036,0,,,
699,Nordeste,PI,,22,,,,2023-01-07,1,3273227.0,415049,0,8036,0,,,
700,Nordeste,PI,,22,,,,2023-01-08,2,3273227.0,415049,0,8036,0,,,
701,Nordeste,PI,,22,,,,2023-01-09,2,3273227.0,415049,0,8036,0,,,
702,Nordeste,PI,,22,,,,2023-01-10,2,3273227.0,415049,0,8036,0,,,
703,Nordeste,PI,,22,,,,2023-01-11,2,3273227.0,417383,2334,8045,9,,,
704,Nordeste,PI,,22,,,,2023-01-12,2,3273227.0,417383,0,8045,0,,,
705,Nordeste,PI,,22,,,,2023-01-13,2,3273227.0,417383,0,8045,0,,,
706,Nordeste,PI,,22,,,,2023-01-14,2,3273227.0,417383,0,8045,0,,,
707,Nordeste,PI,,22,,,,2023-01-15,3,3273227.0,417383,0,8045,0,,,
708,Nordeste,PI,,22,,,,2023-01-16,3,3273227.0,417383,0,8045,0,,,
709,Nordeste,PI,,22,,,,2023-01-17,3,3273227.0,417383,0,8045,0,,,
710,Nordeste,PI,,22,,,,2023-01-18,3,3273227.0,418951,1568,8052,7,,,
711,Nordeste,PI,,22,,,,2023-01-19,3,3273227.0,418951,0,8052,0,,,
712,Nordeste,PI,,22,,,,2023-01-20,3,3273227.0,418951,0,8052,0,,,
713,Nordeste,PI,,22,,,,2023-01-21,3,3273227.0,418951,0,8052,0,,,
714,Nordeste,PI,,22,,,,2023-01-22,4,3273227.0,418951,0,8052,0,,,
715,Nordeste,PI,,22,,,,2023-01-23,4,3273227.0,418951,0,8052,0,,,
716,Nordeste,PI,,22,,,,2023-01-24,4,3273227.0,418951,0,8052,0,,,
717,Nordeste,PI,,22,,,,2023-01-25,4,3273227.0,420800,1849,8058,6,,,
718,Nordeste,PI,,22,,,,2023-01-26,4,3273227.0,420800,0,8058,0,,,
